鋻	giám
鎦	lưu, lựu
鎧	khải
鎩	sái, sát
鎬	cảo, hạo
鎭	trấn
鎮	trấn
鎰	dật
鎲	đảng
鎳	niết
鎵	gia
鎷	mã
鎸	tuyên
鎿	nã
鏈	liên
鏊	ngao
鏌	mạc
鏵	hoa
镬	hoạch
镭	lôi
镮	hoàn
镯	trạc
镰	liêm
镱	ý
鏁	tỏa
鏂	âu
鏃	thốc
鏇	toàn, tuyền
鏏	duệ, vệ
鏐	liêu, lưu
鏑	đích
鏕	ao
鏖	ao
鏗	khanh
鏘	thương
鏛	thường
鏜	thang
鏝	man
鏞	dong, dung
鏟	sạn, sản
鏡	cảnh, kính
鏢	phiêu, tiêu
鏤	lũ
鏥	tú
鏦	thung
鏨	trạm, tạm
鏩	tiệm
鏭	tất
鏮	khang
鏰	băng
鐄	hoành
鐅	phiết
鐹	quả
镲	sát
鏷	bộc
鏸	huệ
鏹	cường, cưỡng
鏺	bát, bạt
鏻	lân
鏾	tiển, tán
鐀	quỹ
鐁	tư
鐂	lưu
鐃	nao, nạo
鐇	phiên
鐈	kiều
鐋	thảng
鐍	quyết
鐎	tiêu
鐏	tôn, tỗn
鐐	liêu
鐒	lao
鐓	đôi, đôn, đối, đồi, đỗi
鐔	thiền, tầm, đàm
鐖	ky
鐗	giản
鐘	chung
鐙	đăng, đặng
鐝	quyết
鐠	phổ
鐦	khai
鐧	giản
鐨	phí
鐫	tuyên
鐭	áo
镳	tiêu
镴	lạp
鏽	tú
鐪	lỗ
鐮	liêm
鐲	trạc
鐳	lôi
鐵	thiết
鐶	hoàn
鐸	đạc
鐺	sanh, thang, đang, đương
鐻	cứ, cừ, cự
鐾	tý
鐿	ý
鑁	tông
鑊	hoạch
鑄	chú
鑈	niệp
鑋	khinh
鑌	tân, tấn
鑐	nhu, tu
鑑	giám
鑒	giám
鑔	sát
鑛	khoáng, quáng
镵	sàm
镶	tương
鑕	chất
鑘	lôi, lỗi
鑞	lạp
鑠	thước
鑢	lự
鑣	tiêu
鑤	bào
鑥	lỗ
鑪	lô, lư
鑫	hâm
鑮	bạc
鑨	lung
鑭	lan, lạn
鑰	dược, thược
鑱	sàm
鑲	nhương, tương
鑵	quán
鑴	huề
鑷	nhiếp
鑸	lỗi
鑹	thoản
鑼	la
鑽	toàn, toản
鑾	loan
鑿	tao, tạc
钁	quyết, quắc, quặc
钂	đảng
钃	chúc
长	tràng, trướng, trường, trưởng
镸	trường
長	tràng, trướng, trường, trưởng, trượng
镺	áo
镻	điệt
门	môn
闩	soan
闪	siểm, thiểm
闫	diêm
闬	hãn
闭	bế
问	vấn
闯	sấm
闰	nhuận
闱	vi, vy
闲	nhàn
闳	hoành, hoằng
间	dản, gian, gián, nhàn
闵	mẫn
闶	khang, kháng
闷	bí, muộn
門	môn
闸	sạp, áp
闹	nháo, náo
閂	soan
闺	khuê
闻	văn, vấn, vặn
闼	thát
闽	mân
闾	lư
闿	khai, khải
阀	phiệt
阁	các
阂	ngại
閃	siểm, thiểm
阃	khổn
阄	cưu
阅	duyệt
阆	lang, lãng
閆	diêm
閈	hãn
閉	bế
阇	xà, đồ
阈	quắc, vực
阉	yêm
阊	xương
阋	huých
阌	văn
阍	hôn
阎	diêm
阏	yên, át
阐	xiển
開	khai
閌	khang, kháng
閍	banh
閎	hoành, hoằng
閏	nhuận
閑	nhàn
閒	gian, gián, nhàn
間	gian, gián, nhàn
閔	mẫn
閕	ha, nhạ
閗	đấu
阑	lan
阒	khuých
阓	hội
阔	khoát
阕	khuyết
閘	sạp, áp
閙	nháo, náo
閛	phanh
閜	há
閟	bí
阖	hạp
阗	điền
阘	tháp
阙	khuyết
閡	ngại
関	quan
閣	các
閤	cáp, hạp, hợp
閥	phiệt
閦	sóc, súc
閧	hống
閨	khuê
閩	mân
閭	lư
阚	giảm, hám, hảm, khám
閫	khổn
閬	lang, lãng
閱	duyệt
閲	duyệt
閴	khuých
閵	lận
閶	xương
閷	sát
閹	yêm
閺	văn
閻	diêm, diễm
閼	yên, át
閽	hôn
閾	quắc, vực
閿	văn
闍	xà, đồ
阛	hoàn
闃	khuých
闆	bản
闇	am, yểm, ám
闈	vi, vy
闉	nhân
闊	khoát
闋	khuyết
闌	lan
闐	điền
闑	niết
闒	tháp, đạp
闓	khai, khải
闔	hạp
闕	khuyết, quyết
闖	sấm
闘	đấu
闚	khuy
關	loan, quan
闞	giảm, hám, hảm, khám
闟	hấp, tháp
闠	hối, hội
闡	xiển
闥	thát
闢	phách, tịch
闤	hoàn
阝	phụ
阞	lặc
队	đội
阡	thiên
阢	ngột
阤	dĩ, trĩ, đà
阨	ách, ải
阪	bản, phản
阫	bồi, phôi
阬	khanh, kháng
阮	nguyễn
阯	chỉ
阰	tì, tỳ
阱	tỉnh, tịnh
防	phòng
阳	dương
阴	âm, ấm
阵	trận
阶	giai
阸	ách, ải
阹	khư
阺	để
阻	trở
阼	tạc, tộ
阽	diêm, điếm
阿	a, á, ốc
陀	đà
陁	di, trĩ
陂	bi, bí, pha
附	phụ
际	tế
陆	lục
陇	lũng
陈	trần, trận
陉	hình, kính
阜	phụ
陊	đọa
陋	lậu
陌	mạch
降	giáng, hàng
陏	tùy, đọa
限	hạn
陑	nhi
陒	quỵ
陔	cai
陕	hiệp, thiểm, xiểm
陘	hình, kính
陛	bệ
陜	hiệp, thiểm, xiểm
陝	hiệp, thiểm, xiểm
陞	thăng
陟	trắc
陡	đẩu
院	viện
陣	trận
除	trừ
陧	niết
陨	viên, vẫn
险	hiểm
陪	bồi
陫	phi, phỉ
陬	tưu
陭	khi, y
陰	uẩn, ám, âm, ấm
陲	thùy
陳	trần, trận
陴	bài, bì, tỳ
陵	lăng
陶	dao, giao, đào
陷	hãm
陸	lục
陼	chử, đổ
陻	nhân
陽	dương
陾	nhưng
陿	hiệp
隁	yển
隂	âm
隃	dao, du
隄	đê
隅	ngung
隆	long
隈	ôi
隉	niết
隊	toại, trụy, đội
隋	tùy, đọa
隍	hoàng
階	giai
随	tùy
隐	ấn, ẩn
隗	ngôi, ngỗi
隑	kỳ, ngai
隒	nghiệm
隓	đọa
隔	cách
隕	viên, vẫn
隖	ổ
隘	ách, ải
隙	khích
隞	ngao
際	tế
障	chương, chướng
隝	đảo
隟	khích
隠	ẩn
隣	lân
隤	đồi
隥	đặng
隧	toại, trụy
隨	tùy
隩	Úc, áo, úc
隫	phần
險	hiểm
隮	tê, tề, tễ
隯	đào
隰	thấp
隱	ấn, ẩn
隲	chất
隳	huy
隴	lũng
隶	lệ, đãi
隷	lệ
隸	lệ
隹	chuy
隺	hạc, hộc
隻	chích
隼	chuẩn
隽	tuyến, tuyển, tuấn
难	nan, nạn
雀	tước
雁	nhạn
雄	hùng
雅	nha, nhã
集	tập
雇	cố
雋	tuyến, tuyển, tuấn
雉	trĩ
雊	cấu, cẩu
雍	ung, úng, ủng
雎	sư, thư
雏	sồ
雌	thư
雒	lạc
雓	dư
雔	thù
雕	điêu
雖	tuy, vị
雘	hoạch
雗	hàn
雙	song
雛	sồ
雜	tạp
雝	ung, ủng
雞	kê
雟	huề, tủy
雠	thù
離	li, ly, lệ
難	na, nan, nạn
雥	tập
雧	tập
雨	vú, vũ, vụ
雩	vu, vụ
雪	tuyết
雯	văn
雰	phân
雱	bàng
雲	vân
雳	lịch
雴	lập
零	linh
雷	lôi, lỗi
雹	bạc, bạo
雺	vụ
電	điện
雾	vụ
需	nhu, nhuyễn, nọa, tu
霁	tế, tễ
霆	đình
霂	mộc
霃	trầm
霄	tiêu
霅	hiệp, sáp, tráp
震	chấn, thần
霈	bái
霉	my, môi, vy
霍	hoắc, quắc
霎	siếp, sáp, thiếp
霏	phi
霐	hoằng
霑	thiêm, tiêm, triêm
霒	âm
霓	nghê
霖	lâm
霙	anh
霚	vụ
霛	linh
霜	sương
霝	linh
霞	hà
霡	mạch
霢	mạch
霣	vẫn
霤	lựu
霧	vụ
霩	khuếch
霨	úy
霪	dâm
霫	tập
霭	ái, ải
霮	đạm
霰	tán, tản
霱	duật
露	lộ
霶	bàng
霸	bá, phách
霹	phích, tích
霿	mậu, mộng
霼	hý
霽	tế, tễ
霾	mai, mại
靁	lôi
靆	đãi
靂	lịch
靃	hoắc
靄	ái, ải
靇	linh, lung
靈	linh
靉	ái
靋	lịch
靑	thanh
青	thanh
靓	tịnh
靖	tĩnh, tịnh
靘	sảnh
静	tĩnh, tịnh
靚	tĩnh, tịnh
靛	điện
靜	tĩnh, tịnh
靝	thiên
非	phi, phỉ
辈	bối
靠	kháo, khốc
靡	ma, mi, my, mĩ, mị, mỹ
靣	diện
面	diện, miến
靤	bạo
靥	yếp, yểm
靦	điến, điển
靧	hối
靨	yếp, yểm
革	cách, cức
靪	đinh
靫	xoa
靭	nhận
靮	đích
靰	ngột
靸	táp
靲	cầm
靳	cận
靴	ngoa
靶	bá, bả
靷	dẫn
靺	mạt
靼	đát
靽	bán, bạn
靾	duệ, dị
靿	áo
鞀	đào
鞁	bị
鞂	kiết
鞃	hoành
鞄	bào, bạc
鞅	ương, ưởng
鞇	nhân
鞉	đào
鞋	hài
鞌	an, yên
鞍	an, yên
鞏	củng
鞑	thát
鞗	điều
鞓	thinh
鞔	man, muộn
鞘	sao, tiếu
鞚	khống
鞜	tháp
鞝	chưởng, thượng
鞞	bính, bỉ
鞟	khoác, khoách, khuếch
鞠	cúc
鞡	lạp
鞬	kiện
鞢	tiếp
鞣	nhu
鞥	nhăng
鞦	thu
鞧	thu
鞨	hạt, mạt
鞪	mâu
鞫	cúc
鞭	tiên
鞮	đê
鞯	tiên
鞳	tháp
鞱	thao
鞲	câu
鞴	bại, bị, bố
鞵	hài
鞶	bàn
鞸	bí, tất
鞹	khoác, khoách, khuếch
鞾	ngoa
鞺	thang
鞻	lâu
鞼	quỹ
鞿	ki, ky
韃	thát
韁	cương
韄	hoạch
韅	hiển
韈	miệt, mạt, vạt
韆	thiên
韇	độc
韉	tiên
韊	lan
韦	vi, vy
韧	nhận
韋	vi, vy
韨	phất
韌	nhận
韩	hàn
韪	vĩ
韫	uẩn
韍	phất
韎	muội
韬	thao
韐	cáp
韒	tiếu
韓	hàn
韔	sướng, xướng
韗	vận
韘	nhiếp, thiếp
韙	vĩ
韞	uẩn, ôn
韛	bại, bị, bộ
韜	sáo, thao
韝	câu
韠	tất
韡	ngoa, vĩ
韣	độc
韤	miệt, mạt, vạt
韥	độc
韭	cửu
韮	cửu, phỉ
韰	giới
韱	tiêm
音	âm, ấm
竟	cánh, cảnh
章	chương
韵	vận
韶	thiều
韺	anh
韻	vận
韽	am
響	hưởng
黯	ảm
頀	hộ
页	hiệt
顶	đính, đỉnh
顷	khoảnh, khuynh, khuể
頁	hiệt
顸	han
项	hạng
顺	thuận
须	tu
顼	húc
顽	ngoan
顾	cố
顿	đốn
颀	khẩn, kì, kỳ
颁	ban, phân
颂	tụng
颃	cang, hàng, kháng
预	dự
頂	đính, đỉnh
頃	khoảnh, khuynh, khuể
頄	cừu
颅	lô
领	lãnh, lĩnh
颇	pha, phả
颈	cảnh
項	hạng
順	thuận
頇	han
須	tu
颉	giáp, hiệt
颊	giáp
颋	đĩnh
颌	cáp, hạp
颍	dĩnh, toánh
颎	huỳnh, quýnh
颏	cai, hài
頉	di
頊	húc
頌	dung, tụng
頍	khuể, khởi, quỹ
頎	khẩn, kì, kỳ
頏	cang, hàng, kháng
預	dự
頑	ngoan
頒	ban, phân, phần
頓	đốn
颐	di
频	tần
颒	hối
颓	đồi
颔	hạm
颕	dĩnh
颖	dĩnh
頖	phán
頗	pha, phả
領	lãnh, lĩnh
颗	khỏa
頜	cáp, hàm, hạp
頞	át
頟	ngạch
頠	ngỗi
頡	giáp, hiệt, kiết
頣	di
頦	cai, hài
頩	bình, bính
頫	phủ, thiếu
頲	thính, đĩnh
题	đề
颙	ngung
颚	ngạc
颛	chuyên
颜	nhan
额	ngạch
頤	di
頭	đầu
頮	hối
頯	quỳ, quỹ
頰	giáp
頳	trinh, xanh
頴	dĩnh
頵	quần
頷	hàm, hạm
頸	cảnh
頹	đồi
頺	đồi
頻	tần
頽	đồi
颞	nhiếp
颟	man
颠	điên
颡	tảng
顀	trùy
顁	đính
顄	hàm, hạm
顆	khõa, khỏa
顇	tụy
顈	quýnh
顉	khâm
頾	tư, tỳ
顋	tai
題	đề, đệ
額	ngạch
顎	ngạc
顏	nhan
顑	kham
顒	ngung
顓	chuyên
顔	nhan
顝	cốt
颢	hiệu, hạo
颣	lỗi
顖	tín
顗	nghĩ, ỷ
願	nguyện
顙	tảng
顚	điên
顛	điên
顜	giảng
類	loại
颤	chiến, đản
顠	phiếu
顢	man
顣	túc, xúc
颥	nhu
䫫	lâu
顤	nghiêu
顥	hiệu, hạo
顦	tiều
顧	cố
顨	tốn
颦	tần
顩	nghiễm
顪	hối
顫	chiến, thiên, đạn, đản
顬	nhu
顮	tân
顯	hiển
颧	quyền
顰	tần
顱	lô, lư
顴	quyền
顳	nhiếp
风	phong, phóng, phúng
飏	dương
風	phong, phóng, phúng
飐	triển
飒	táp
颩	bưu, đâu
飓	cụ
飔	ti, ty
飕	sâu, sưu
颭	chiểm, triển
颮	bào, phác
颯	táp
颱	di, thai, đài
飖	dao, diêu
飗	lưu
颲	liệt
颳	quát
飘	phiêu
飙	tiêu
飚	biểu
颶	cụ
颸	ti, ty
颹	vĩ
颺	dương
颼	sâu, sưu
颻	dao, diêu
颽	khải
颿	phiếm, phàm
飀	lưu
飁	tập
飂	liêu
飃	phiêu
飄	phiêu
飅	lưu
飆	tiên, tiêu
飇	tiêu
飈	biểu
飉	liêu
飋	sắt
飌	phong
飍	hu
飞	phi
飛	phi
飜	phiên
饣	thực
饤	đính
饥	cơ, ki, ky
饦	thác
饧	dương, đường
饨	đồn
饩	hi, hy, hí, hý, khái
饪	nhẫm
饫	ốc, ứ
饬	sức
饭	phãn, phạn
饮	ấm, ẩm
飠	thực
饯	tiễn
饰	sức
饱	bão
饲	tự
饳	đốt
饴	di, tự
蚀	thực
食	thực, tự
饵	nhĩ, nhị
饶	nhiêu
饷	hướng
饸	hợp
饹	lạc
饺	giáo, giảo
饼	bính
飢	cơ, ky
飣	đính
飤	tự
饽	bột
饾	đậu
饿	ngã, ngạ
馀	dư
馁	nỗi
馂	tuấn
飡	tôn, xan
飥	thác
馃	quả
馄	hồn
馅	hãm
馆	quán
飧	san, sôn, tôn
飨	hưởng
飩	đồn
飪	nhẫm
飫	ốc, ứ
飭	sức
飯	phãn, phạn
飰	phãn, phạn
飱	san, sôn, tôn
飲	ấm, ẩm
馈	quỹ
馉	cốt
馊	sưu
馋	sàm
飮	ấm, ẩm
飴	di, tự
飵	tộ
飶	tất
飼	tự
飽	bão
飾	sức
飿	đốt
餀	hải
馌	diệp, ấp
馍	ma, mô
馎	bác
馏	lưu, lựu
馐	tu
餁	nhẫm
餂	thiểm, điềm
餃	giáo, giảo, kiểu
餄	hợp
餅	bính
餉	hướng
養	dường, dưỡng, dượng, dạng
餌	nhĩ, nhị
餎	lạc
馑	cận
馒	man
餈	tư
餍	yếm
餑	bột
餒	nỗi
餓	ngã, ngạ
餔	bô, bộ
餕	tuấn
餖	đậu
餗	tốc
餘	dư
餙	sức
馓	tản
馔	soạn
餐	xan
餚	hào
餛	hồn
餜	quả
餞	tiễn
餟	chuyết
餠	bính
餡	hãm
餢	bẫu
餤	đàm, đạm
餦	trương
餧	nỗi, ủy
館	quán
餩	ách
餴	phân
餪	noãn
餫	hồn
餬	hồ
餯	hối
餱	hầu
餲	ái, át, ế
餳	dương, đường
餵	ủy
餶	cốt
餸	tống
餽	quỹ
餿	sưu
餮	thiết
餹	đường
餺	bác
餻	cao
餼	hi, hy, hí, hý, khái
餾	lưu, lựu
饁	diệp, ấp
饃	mô
饈	tu
饅	man
饇	ốc, ứ
饉	cận
饊	tán, tản
饋	quỹ
饌	soạn, tuyển
饍	thiện
饎	sí, xí
饐	ý
饑	cơ, ki, ky
饒	nhiêu
饗	hưởng
饙	phân
饘	chiên
饛	mông
饔	ung
饕	thao
饜	yếm
饝	ma
饞	sàm
饟	hướng
馕	hướng, nang, nãng, năng
饡	tán
饢	hướng, nang, nãng, năng
首	thú, thủ
馗	quỳ
馘	hức, quắc
香	hương
馝	tất
馞	bột
馡	phi, phỉ
馣	am
馤	ái
馥	phốc, phục, phức
馨	hinh, hấn
马	mã
冯	bằng, phùng
驭	ngự
驮	đà, đạ
驯	tuần
驰	trì
驱	khu
驲	nhật
驳	bác
驴	lư
驵	tảng, tổ
驶	sử
驷	tứ
驸	phò, phụ
驹	câu
驺	sô
驻	trú
驼	đà
驽	nô
驾	giá
驿	dịch
骀	đài, đãi
骁	kiêu
骂	mạ
骃	nhân
骄	kiêu
骅	hoa
骆	lạc
骇	hãi
骈	biền
馬	mã
骊	li, ly
骋	sính
验	nghiệm
骍	tinh, tuynh
骎	xâm
骏	tuấn
骐	kì, kỳ
骑	kị, kỵ
骒	khỏa
骓	chuy
骔	tông
骕	túc
骖	tham
馭	ngự
馮	bằng, phùng
骗	biển, phiến
骘	chất
骙	quỳ
骚	tao
骛	vụ
蓦	mạch
馯	han, khan
馱	đà, đạ
馲	trách
馳	trì
馴	huấn, tuần
馵	chú
馺	táp
骜	ngao, ngạo
骝	lưu
骞	khiên, kiển
骟	phiến, phiếu
馹	nhật
馻	duyện
馽	chấp, trập
駁	bác
駂	bảo
駃	khoái, quyết
駏	cự
骠	phiêu, phiếu
骡	la, loa
骢	thông
駈	khu
駉	quynh
駊	phả
駍	phanh
駐	trú
駑	nô
駒	câu
駓	phi
駔	tảng, tổ
駕	giá
駖	nghiệm
駗	trân
駘	thai, đài, đãi
駙	phò, phụ
駛	sử
駜	bật
駝	trì, đà
駞	đà
駟	tứ
骣	sạn
䮂	bạt
駡	mạ
駢	biền
駣	đào
駥	nhung
駪	sân
駫	quynh
駬	nhĩ
駭	hãi
駮	bác
駰	nhân
駱	lạc
駴	hãi
駵	lưu
駷	tẩu
駸	xâm
駹	mang
駺	lang
駻	hãn
駾	thoái
駿	tuấn
騀	ngã
騁	sính
騂	tinh, tuynh
騃	ngai, ngãi, ngốc, sĩ
骤	sậu
騄	lục
騅	chuy
騇	xá
騈	biền
騉	côn
騋	lai
騌	tung, tông
騍	khóa, khỏa
騎	kị, kỵ
騏	kì, kỳ
騐	nghiệm
騑	phi
験	nghiệm
騧	qua, quai
騕	yểu
騖	vụ
騙	biển, phiến
騜	hoàng
騞	hoạch, hạch
騠	đề
騢	hà
騣	tông
騤	quyết, quỳ
騥	nhu
騩	quy, quỷ
騪	sưu
騭	chất
騲	thảo
騷	tao
骥	kí, ký
騫	khiên, kiển
騬	tăng
騮	lưu
騯	bàng
騰	đằng
騱	hề
騴	yến
騵	nguyên
騶	sô
騸	phiến, phiếu, thiến
驀	mạch
驁	ngao, ngạo
驆	tất
驊	hoa
骦	sương
骧	tương
䮧	hàn
騹	kỳ
騺	chí
騻	sương, sảng
騽	tập
騾	la, loa
驂	tham
驃	phiêu, phiếu
驄	thông
驅	khu
驉	hư
驈	duật
驍	kiêu
驎	lân
驏	sạn
驑	lưu
驒	đàn
驓	tặng
驔	đàm
驕	kiêu
驚	kinh
驌	túc
驖	thiết
驗	nghiệm
驘	la, loa
驛	dịch
驝	thác
驞	phân
驟	sậu
驠	yến
驢	lư
驥	kí, ký
驡	long
驤	tương
驦	sương
驩	hoan
驨	huề
驪	li, ly
驫	bưu
骨	cốt
骫	ủy
骭	cán
骯	khảng
骰	đầu
骱	giới
骲	bão
骳	bí, bị
骶	để
骷	khô
骴	tỳ
骸	hài
骹	khao
骺	hầu
骻	khóa, khỏa
骼	cách
骿	biền
骽	thù, thối
骾	cánh, ngạnh
髀	bễ
髁	khõa, khỏa
髂	khách
髅	lâu
髊	tỳ
髆	bác
髇	hao
髈	bảng
髋	khoan
髌	bận, tẫn
髍	ma
髏	lâu
髐	hao, hiêu
髒	tang, táng, tảng
髓	tủy
髑	độc
體	thể
髕	bận, tẫn
髖	khoan
高	cao
髙	cao
髟	bưu, sam, tiêu
髠	khôn
髡	khôn
髢	thế
髣	phảng
髤	hưu
髥	nhiêm
髦	mao
髧	đãm, đạm, đảm
髨	khôn
髩	mấn, tấn
髪	phát
髫	thiều, điều
髬	phi
髮	bị, phát
髯	nhiêm
髲	bị
髳	mâu
髴	phí, phất
𩬑	chiêm, điêm
髭	tì, tư, tỳ
髵	nhi
髶	nhung
髷	khúc
髹	hưu
髺	kế, quát
髻	cát, kế, kết
鬇	tranh
髼	bồng
髽	qua, toa
髾	sao
髿	ta
鬁	lị, lợi, thích
鬂	mấn, tấn
鬃	tông, tùng
鬄	thích, thế
鬅	bằng
鬆	tung, tông, tùng
鬈	quyền
鬉	tông, tùng
鬊	thuấn
鬋	tiên, tiễn
鬌	đọa, đỏa
鬍	hồ
鬎	lạt, thích
鬏	thu
鬐	kì, kỳ
鬑	liêm
鬒	chẩn
鬓	mấn, tấn
鬕	mạc
鬖	sam, tam
鬗	man
鬘	man
鬙	tăng
鬚	tu
鬜	gian
鬝	gian
鬛	liệp
鬟	hoàn
鬠	quái
鬡	nanh, ninh
鬢	mấn, tấn
鬣	liệp
鬤	nhương
鬥	đấu
鬦	đấu
鬧	nháo, náo
鬨	hạng, hống
鬩	huých
鬪	đấu
鬫	hám, hảm
鬬	đấu
鬭	đấu
鬮	cưu
鬯	sưởng
鬰	uất
鬱	uất, úc
鬲	cách, lịch
鬳	quyện
鬴	phũ, phủ
鬵	tiềm, tầm, tẩm
鬷	tông
鬺	thương
鬻	chúc, dục
鬼	quỷ
鬽	mị
鬾	kỵ
鬿	kỳ
魁	khôi
魂	hồn
魃	bạt
魄	bạc, phách, thác
魅	mị
魆	huất, tuất
魇	yểm
魈	tiêu
魉	lưỡng, lượng
魊	vực
魋	đồi
魌	khi
魍	võng
魎	lưỡng, lượng
魏	nguy, ngụy
魑	ly, si
魔	ma
魕	kì, kỳ
魗	xú
魘	yểm
魙	tiệm
鱼	ngư
鱽	đao
魚	ngư
鱿	vưu
鲀	đồn
鲁	lỗ
鲂	phường
稣	tô
魛	đao
鲅	bát, phệ
鲆	bình
鲇	niêm, niềm
鲈	lô, lư
鲉	du, trừu
鲊	trá, trả
鲋	phụ
鲌	bạc
鲍	bào, bão, bảo
鲎	hấu
鲏	bì
鲐	di, thai
魟	hồng
鲑	hài, khuê
鲒	cát
鲔	vĩ, vị
鲕	nhi
鲖	đồng
鲗	tặc
鲙	khoái, quái
鲚	tễ
鲛	giao
鲜	tiên, tiển
鲞	tưởng
鲟	tầm
魨	đồn
魫	chẩm
魭	nguyên
魯	lỗ, lữ
魳	sư
魴	phường
魷	vưu
鲠	ngạnh
鲡	li, ly
鲢	liên
鲣	kiên
鲤	lí, lý
鲥	thì
鲦	điều
鲧	cổn
鲨	sa
鲩	cán
鲪	quân
鲫	tức
魼	khư
魾	bì, phi
鮀	đà
鮁	bát, phệ
鮃	bình
鮄	phất
鮊	bách, bạc
鮋	du, trừu
鮌	cổn
鮍	bì
鮎	niêm, niềm
鮏	tinh
鮐	di, thai
鮑	bào, bão, bảo
鮒	phụ
鮓	trá, trả
鮕	cố
鮣	ấn
鲭	chinh, thinh
鲮	lăng
鲰	tưu
鲱	phi
鲲	côn
鲳	xương
鲵	nghê
鲶	niêm, niềm
鲷	điêu
鲸	kình
䱇	thiện
鮆	tễ
鮚	cát, kết
鮝	tưởng
鮞	nhi
鮟	án
鮠	nguy, ngôi
鮦	đồng
鮧	di
鮨	nghễ, quỳ
鮪	vĩ, vị
鮫	giao
鮭	hài, khuê
鮮	tiên, tiển
鮯	cáp
鮰	nguy
鯈	du
鲼	phẫn
鲽	điệp
鲿	thường
鳃	tai
鳄	ngạc
鳅	thu
鳆	phục
鳇	hoàng
鳊	biên
䱌	di
鮶	quân
鮷	đệ
鮸	miễn
鮹	sao
鮻	toa
鮿	triếp
鯀	cổn
鯁	cánh, ngạnh
鯆	phô
鯇	cán
鯉	lí, lý
鯊	sa
鯗	tưởng
鯽	tức
鳌	ngao
鳍	kì, kỳ
鳎	tháp
鳏	quan
鳐	dao, diêu
鳑	bàng
鳒	kiêm
鯖	chinh, thinh
鯚	quý
鯛	điêu
鯠	lai
鯡	phi
鯢	nghê
鯤	côn
鯧	xương
鯨	canh, kình
鯪	lăng
鯫	tưu, tẩu, xu
鯯	chế
鯰	niêm, niềm
鰎	kiển
鳓	lặc
鳔	phiêu
鳕	tuyết
鳖	biết, miết
鳗	man
鳘	mẫn
鳙	dong, dung
鳛	tập
鯶	hỗn
鯸	hầu
鯹	tinh
鯾	tiên
鯿	biên
鰂	tặc
鰆	xuân
鰈	điệp
鰉	hoàng
鰋	yển
鰌	thu, tù
鰍	thu
鰐	ngạc
鰒	phục
鰓	tai
鰔	cảm
鰕	hà
鰦	tư
鱀	ký
鳜	quyết
鳝	thiện
鳞	lân
鳟	tôn, tỗn
鰜	kiêm
鰝	hạo
鰟	bàng
鰣	thì
鰤	sư
鰥	côn, quan
鰧	đằng
鰨	tháp
鰩	dao, diêu
鰭	kì, kỳ
鰱	liên
鰲	ngao
鰷	điều
鳢	lễ
鳣	chiên, thiện, triên
鰳	lặc
鰵	mẫn
鰹	kiên
鰻	man
鰼	tập
鰾	phiêu
鰿	trách
鱄	chuyên, đoàn
鱅	dong, dung
鱈	tuyết
鱉	biết, miết
鱋	khư
鱑	hoàng
鱍	bát
鱎	kiểu
鱒	tôn, tỗn
鱓	lưu, thiện, đà
鱔	thiện
鱖	quyết
鱗	lân
鱘	tầm
鱝	phẫn
鱞	quan
鱟	hoành, hấu
鱠	khoái, quái
鱣	chiên, thiện, triên
鱤	cảm
鱧	lễ
鱮	tự
鱨	thường
鱭	tễ
鱵	châm
鱷	ngạc
鱸	lô, lư
鱺	li, ly, lễ
鱻	tiên
鸟	điểu
鸠	cưu
鸡	kê
鸢	diên
鸣	minh
鸤	thi
鳬	phù
鸥	âu
鸦	nha
鸧	thương
鸨	bảo
鸩	chậm, trậm
鸪	cô
鸫	đông
鸬	lô
鸭	áp
鸮	hào
鸯	ương
鸰	linh
鸱	si
鸲	cù
鸳	uyên
鸴	hạc
鸵	đà
鸶	ty, tư
鳥	điểu
鸷	chí
鸸	nhi
鸹	cốc, hộc, quát
鸺	hưu
鸻	hằng
鸽	cáp
鸾	loan
鸿	hồng
鳦	ất
鹁	bột
鹂	li, ly
鹃	quyên
鹄	cốc, hộc
鹅	nga
鹆	dục
鹇	nhàn
鹈	đề
鳧	phù
鳩	cưu
鳮	kê
鹉	vũ
鹊	thước
鹋	miêu
鹌	am
鹍	côn
鹏	bằng
鹑	thuần
鹒	canh
鹓	uyên
鹔	túc
鳱	hạn
鳲	thi
鳳	phượng, phụng
鳴	minh, ô
鳶	diên
鹕	hồ
鹖	hạt
鹗	ngạc
鹘	cốt, hốt
鹙	thu
鹚	tư, từ
鹜	vụ
鳷	chi
鳸	hỗ
鳽	khiên
鴂	quyết, quých
鴃	quyết
鴄	thất
鴆	chậm, trấm, trậm
鴇	bảo
鴈	nhạn
鴉	nha
鹝	nghịch
鹞	diêu
鹠	lưu
鹡	tích
鹢	nghịch
鹣	kiêm
鹤	hạc
䴘	đề
鴐	gia
鴒	linh
鴓	bật
鴕	đà
鴗	lập
鴘	biển
鴚	ca
鴛	uyên
鴝	cù
鴞	hiêu, hào
鴟	si
鴢	ấu
鴣	cô
鴥	duật
鴦	ương
鴨	áp
鹥	ê
鹦	anh
鹧	chá, gia, giá
鴯	nhi
鴰	cốc, hộc, quát
鴳	yến
鴴	hằng
鴷	liệt
鴻	hồng
鴽	như
鴿	cáp
鵂	hưu
鵉	loan
鹩	liêu
鹪	tiêu
鹫	thứu
鹬	duật
鵌	dư
鵑	quyên
鵒	dục
鵓	bột
鵗	hy
